text,class,topic
The game's abilites synergise in a very satisfying way and there a ton of little environmental interactions that are a joy to find.,1,atmosphere
"It's a really, really great game, but short.",-1,playtime
Around 3 hours for a first playthrough.,-1,playtime
Probably worth waiting for a sale for most people.,-1,price
"I am usually very careful when using the word ""art"" for Videogames because although they are definetly artistic, a piece of art is something special that speaks to emotions deep inside of you, apart from beeing very nice to look at.",1,art
"Gris visual, musical and athmospherical performance combine to make it an absolute masterpiece of modern art.",1,atmosphere
If you're in the right mood and give the athmosphere a chance you will be simply blown away by it.,1,atmosphere
This game is absolutely beautiful in every single way.,1,art
"The visuals are absolutely breathtaking, and almost every scene looks like a piece of art.",1,art
"The sound effects for each movement are perfect, and the music is wonderful.",1,sound
I enjoyed the gameplay as well.,1,gameplay
"The platforming is quite easy, but the new abilities and atmosphere requires thinking and strategy.",1,gameplay
"Every time I felt lost, or didn't know where to go, the game ended up leading me where i needed to be.",0,
"The game is a bit more slow paced, but I personally enjoyed it because it felt relaxing.",1,relaxing
"If you are looking for an intense platforming game, this is not it.",0,
"However, if you are looking for a puzzle/exploration game that is pleasurable to your eyes and ears and tells an incredible story, I highly recommend to play it.",1,puzzles
"🔲 Make fun of something is also entertainment, right?",0,
🔲 Now why would you want to do this?,0,
I had to turn off my gamer brain for this game because I found it pretty bad every time I turned it on.,-1,gameplay
"You walk incredibly slowly, there are few mechanics to master, and most puzzles are laughably simple.",-1,gameplay
"On the other hand, there is no challenge to the game either; to top it off, this is a concise experience.",0,
"Games like this should last a little longer, but I'm glad I could rush through it.",-1,playtime
"As a stunning art piece, this game was fantastic.",1,art
The environmental storytelling and the emotion that pumps through this game were lovely.,1,narrative
"The smooth transitions of scenes were deliberate, and the animations felt alive.",1,art
Every component on your screen felt like it signifies something.,0,
"In addition, I worshiped the sound composition and the harmony it brought.",1,sound
"I wish I could've adored this game even more, but I need to determine the wretched gameplay because the puzzles didn't add anything to the game.",-1,puzzles
"The experience would've been better as a simple interactive art piece, so I'd wander through these gorgeous environments and let them tell a fantastic story.",1,atmosphere
"For the right person, this is an effortless 10/10.",0,
But this game wasn't for me.,0,
"While I would recommend it to others, I was primarily bored of this experience, grateful that it was so short.",-1,fun
"[h1]Pictures at an Exhibition[/h1]

One thing that can be consistently heard about [i][b]GRIS[/b][/i] is that the game is pure art.",1,art
But what does that actually mean?,0,
"Certainly the first thing that impresses upon you is an exquisite hand-drawn minimalistic and stylised art reminiscent of 70s sci-fi comics, like Mœbius, with a bit of Golden Age of Illustration and Art Nouveau touch.",1,art
"Hailed as a feat of visual storytelling graciously helped by a memorable and imposing soundtrack, there's no denying that GRIS is an absolute audio-visual delight in game form.",1,art
"It's been called an interactive animated movie which, turns out, is a cause for praise and derision alike.",1,art
It's certainly not every day you encounter a game that lets its [b]visual art[/b] be the star.,0,
"Sure, there are many beautiful looking games, but visuals are usually in service of the story, gameplay or showcasing latest technology.",1,art
"In GRIS, it's literally the main character, the point, the first thing around everything else is created.",0,
